studentId,timestamp,testId,mcq_correct,mcq_total,tf_correct,tf_total,mcq_question_1,mcq_answer_1,mcq_question_2,mcq_answer_2,mcq_question_3,mcq_answer_3,sa_question_1,sa_answer_1,sa_question_2,sa_answer_2,sa_question_3,sa_answer_3,sa_question_4,sa_answer_4,sa_question_5,sa_answer_5,sa_question_6,sa_answer_6,sa_question_7,sa_answer_7,sa_question_8,sa_answer_8,sa_question_9,sa_answer_9,sa_question_10,sa_answer_10,sa_question_11,sa_answer_11
S1ID25,2025-06-27T02:10:58.634Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,30
S1ID26,2025-06-28T20:24:43.873Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,42
S1ID27,2025-06-29T10:56:59.470Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,42
S1ID28,2025-06-30T10:57:02.301Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,2,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,35
S1ID57,2025-07-01T09:55:27.146Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,18
S1ID58,2025-07-01T17:45:39.672Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",TWELVE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,23
S1ID29,2025-07-01T22:26:58.103Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,35
S1ID59,2025-07-02T01:56:26.497Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",TWELVE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,8,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,1,Please type in how old you are (enter numeric values only):,41
S1ID30,2025-07-02T10:09:59.879Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,25
S1ID60,2025-07-02T23:12:45.166Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Either,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,40
S1ID61,2025-07-03T08:22:06.569Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,33
S1ID31,2025-07-03T12:45:07.021Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,20
S1ID62,2025-07-04T06:33:18.207Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",TWELVE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,25
S1ID63,2025-07-04T08:22:06.569Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,23
S1ID32,2025-07-04T17:39:12.208Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,38
S1ID64,2025-07-05T04:36:29.215Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,43
S1ID65,2025-07-05T05:10:39.763Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",TWELVE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,21
S1ID33,2025-07-05T12:04:34.114Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,22
S1ID66,2025-07-06T00:42:05.981Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",TWELVE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,40
S1ID34,2025-07-06T14:52:59.712Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,1,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,2,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,36
S1ID67,2025-07-06T23:22:08.331Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,Please type in how old you are (enter numeric values only):,20
S1ID68,2025-07-07T06:08:25.411Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,37
S1ID35,2025-07-07T09:59:22.853Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Either,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,39
S1ID69,2025-07-08T03:14:22.108Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",TWELVE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,22
S1ID36,2025-07-08T22:59:56.140Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,37
